@nxr	Rel_Inc	NIIY	tby	tradey	totqn	resid_ave	resid_diff	resid_diff2	resid_ECM1	resid_ECM2	resid_ECM3	resid_ECM3srlr	resid_ECM3sr	resid_home	resid_foreign@
-0.1402699	-0.0125	0.0036623	-0.0302596	0.2843431	0.0724929	-0.07179	0.0050273	-0.0451748	-0.0079764	-0.0118991	-0.0067321	-0.0067321	0.0095511	0.3865397	0.3798076
-0.1339628	-0.0251353	0.0049862	-0.0294615	0.2852026	0.0492987	-0.0462783	0.0224433	-0.0230434	0.0083533	0.0037926	0.0006349	0.0006349	0.0163131	0.3749755	0.3756104
-0.1306493	-0.0277073	0.0045901	-0.0290492	0.2857458	0.0369464	-0.0368943	0.0078958	-0.0154596	-0.00318	-0.0043182	-0.0044616	-0.0044616	0.0090339	0.3732502	0.3687886
-0.1222781	-0.0270817	0.0010075	-0.0276972	0.2840242	0.057588	-0.034995	0.0052195	-0.010552	-0.0040271	-0.0058405	-0.0092436	-0.0092436	0.0026233	0.3630317	0.3537881
-0.1217958	-0.0325124	0.0016303	-0.02756	0.2833119	0.0533372	-0.027878	0.0068093	-0.0040546	-0.0037796	-0.0065594	-0.010726	-0.010726	-0.0002539	0.3698353	0.3591093
-0.1230489	-0.0347555	0.0025548	-0.0280125	0.2861378	0.0463982	-0.0249227	0.002256	-0.0021105	-0.0077056	-0.0090471	-0.0077037	-0.0077037	0.0024613	0.385868	0.3781643
-0.1188237	-0.0429633	0.0059945	-0.0274297	0.2863055	0.0334719	-0.0088286	0.0145222	0.0120997	0.0049845	0.0017073	0.0032571	0.0032571	0.0134525	0.3778392	0.3810963
-0.0954588	-0.0399787	0.0055325	-0.0242045	0.2874025	0.0426872	0.0089417	0.0194252	0.031213	0.0119871	0.0118308	0.0136294	0.0136294	0.0243317	0.376609	0.3902384
-0.1196209	-0.0295284	0.0023466	-0.0275995	0.2868944	0.0295204	-0.0219415	-0.03249	-0.0015891	-0.03962	-0.0355289	-0.038382	-0.038382	-0.0286845	0.3774891	0.339107
-0.1192496	-0.0401981	0.0048486	-0.027878	0.2903446	0.0341027	-0.0121983	0.0107229	0.0088219	0.0025291	-0.0026847	-0.0071536	-0.0071536	0.0017203	0.3886945	0.3815409
-0.1128724	-0.0533211	0.0049724	-0.0267038	0.2875813	0.0287179	0.008827	0.0205524	0.0290625	0.0125929	0.0070074	0.0082507	0.0082507	0.0184352	0.3717155	0.3799661
-0.1240607	-0.0532296	0.0048417	-0.0287033	0.2917017	-0.0111768	0.0088466	-0.0054826	0.0232679	-0.0124286	-0.0107056	-0.0114695	-0.0114695	-0.0029543	0.3925358	0.3810663
-0.1567228	-0.0632293	0.0069727	-0.0334481	0.2920076	-0.0820239	0.0062503	-0.0126096	0.0103463	-0.0181726	-0.0183269	-0.0183626	-0.0183626	-0.012241	0.3802614	0.3618988
-0.1517382	-0.0752547	0.0069489	-0.0327302	0.2920123	-0.0927253	0.0262912	0.0187933	0.0288277	0.0176305	0.0133953	0.0132966	0.0132966	0.0169682	0.3743318	0.3876285
-0.155717	-0.0741045	0.005209	-0.0332705	0.2917211	-0.1244837	0.0301572	-0.0004506	0.0280652	-0.0001572	0.0021124	-0.0001635	-0.0001635	0.0014982	0.3701658	0.3700022
-0.1589453	-0.0723188	0.0047539	-0.0335083	0.2897593	-0.1434426	0.0305129	-0.0020954	0.0256579	0.0002412	0.0021476	-0.0011901	-0.0011901	-0.0028195	0.3599819	0.3587917
